number_iter,hyper_parameters,test_accuracy
1,{'lr': 0.30369284941085756},0.8165666666666667
2,{'lr': 0.506313716747396},0.7918333333333333
3,{'lr': 0.38279308524938255},0.34613333333333335
4,{'lr': 0.4952978708781081},0.5861666666666666
5,{'lr': 0.5406393298000126},0.5997
6,{'lr': 0.3653281717360872},0.7943000000000001
7,{'lr': 0.43103072641425155},0.5599666666666666
8,{'lr': 0.5451953201256075},0.10000000000000002
9,{'lr': 0.19544560518565585},0.8127333333333334
10,{'lr': 0.4389837488482175},0.5840666666666666
11,{'lr': 0.24293115246281802},0.7947000000000001
12,{'lr': 0.2921853610869605},0.8164666666666666
13,{'lr': 0.33819506821790973},0.7872666666666667
14,{'lr': 0.5020061923464537},0.10000000000000002
15,{'lr': 0.5329062648770145},0.33886666666666665
16,{'lr': 0.36270086507532245},0.8197666666666666
17,{'lr': 0.44506320551912576},0.8072333333333334
18,{'lr': 0.5120525107805568},0.28806666666666664
19,{'lr': 0.5905037964238824},0.10000000000000002
20,{'lr': 0.37902170734611607},0.5815666666666667
21,{'lr': 0.5887789385189892},0.10000000000000002
22,{'lr': 0.6},0.10000000000000002
23,{'lr': 0.36590593295060697},0.8312333333333334
24,{'lr': 0.5208852213045967},0.10000000000000002
25,{'lr': 0.3857120412763207},0.5701333333333333
26,{'lr': 0.511636381814058},0.7058333333333334
27,{'lr': 0.6},0.10000000000000002
28,{'lr': 0.4787002786427452},0.5834666666666667
29,{'lr': 0.5621687569816353},0.34569999999999995
30,{'lr': 0.5422695393050317},0.3312
31,{'lr': 0.5780983932179152},0.10000000000000002
32,{'lr': 0.23868498657932385},0.8131666666666666
33,{'lr': 0.569788472450206},0.10000000000000002
34,{'lr': 0.4825885193278164},0.8308333333333334
35,{'lr': 0.487599039361305},0.33703333333333335
36,{'lr': 0.4861637990569969},0.3328333333333333
37,{'lr': 0.3860908661787595},0.8095666666666667
38,{'lr': 0.22881942357058566},0.8130666666666667
39,{'lr': 0.6},0.10000000000000002
40,{'lr': 0.5605889291938337},0.10000000000000002
41,{'lr': 0.31247394668133016},0.8150000000000001
42,{'lr': 0.3867820810905739},0.5532666666666667
43,{'lr': 0.5775353144129447},0.10000000000000002
44,{'lr': 0.3357134073691539},0.8182999999999999
45,{'lr': 0.32289444626866054},0.8052666666666667
46,{'lr': 0.2814130632037817},0.8175666666666667
47,{'lr': 0.574634908830639},0.33663333333333334
48,{'lr': 0.3966011781525968},0.5654666666666667
49,{'lr': 0.36675688287164504},0.8239000000000001
50,{'lr': 0.15942793064083888},0.7986999999999999
51,{'lr': 0.4799645149791751},0.5045666666666667
52,{'lr': 0.3706655510683244},0.8266333333333334
53,{'lr': 0.2273077777570689},0.7858999999999999
54,{'lr': 0.28146924110099225},0.8255666666666667
55,{'lr': 0.41875568530592167},0.10000000000000002
56,{'lr': 0.41662975912346323},0.5652666666666667
57,{'lr': 0.17003027764561884},0.8089000000000001
58,{'lr': 0.2536397882473098},0.8143333333333334
59,{'lr': 0.5776771352666558},0.10000000000000002
60,{'lr': 0.33607596797660244},0.8167
61,{'lr': 0.3541211968112587},0.7977333333333334
62,{'lr': 0.23152111352992258},0.8029666666666667
63,{'lr': 0.2749091161207996},0.8262333333333333
64,{'lr': 0.26030334293263774},0.8119666666666667
65,{'lr': 0.2719069161768078},0.8068666666666667
66,{'lr': 0.2741424036123639},0.7969333333333334
67,{'lr': 0.30010710538408225},0.8299333333333333
68,{'lr': 0.4464006048556349},0.5952000000000001
69,{'lr': 0.3292786567219961},0.7973333333333333
70,{'lr': 0.30068249388673063},0.8277666666666667
71,{'lr': 0.5262483263362632},0.34496666666666664
72,{'lr': 0.3125473696756263},0.5792
